Geo Point;Geo Shape;gml_id;LOCALISATION;GID;IDENT;NATURE_N1;NATURE_N2;NATURE;SOUS_NATURE;GID_ACTE;DATE_DEBUT_ACTE;DATE_FIN_ACTE;GID_EMPRISE;TYPE_EMPRISE;LOCALISATION_EMPRISE;MES_LIBELLE;TYPE_GEOMETRIE
44.85490754335952, -0.5828697389967962;"{""coordinates"": [[-0.582819880301571, 44.85499857163475], [-0.582886324948477, 44.854868794389056], [-0.582903011740341, 44.85485526405476]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.156750;Rue Camille Godard au N° 166 (Bordeaux) situé en agglomération Rue Mandron au N° 125 (Bordeaux) situé en agglomération;156750;2412423;135;466;Travaux sur immeuble - Rénovation / Entretien;Mise en place echafaudage;238766;2024-08-26;2024-10-18;302322;EMPRISE;166 Rue Camille Godard (Bordeaux);"Neutralisation de voie;Rétrécissement de largeur de voie";POINT
44.85404327303086, -0.6114743647374147;"{""coordinates"": [-0.611474364737415, 44.85404327303086], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158951;Avenue du Général Leclerc au N° 112 (Bordeaux) situé en agglomération;158951;2414543;110;571;Gestion de l'espace public;Entretien de la voirie;242631;2024-10-01;2024-10-10;307146;EMPRISE;du 112 au 125 Avenue du Général Leclerc (Bordeaux);"Limitation de vitesse;Circulation alternée;Interdiction de stationnement;Neutralisation de voie";POINT
44.8559926571733, -0.5763588230646557;"{""coordinates"": [-0.576358823064656, 44.8559926571733], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.126171;20 Rue Marsan (Bordeaux) en agglomération;126171;2301922;98;290;Assainissement - Branchement;Création;242064;2024-09-23;2024-10-11;306458/306457;DEVIATION/EMPRISE;Rue Lucien Duffau, de la Rue Marsan jusqu'au Cours de Luze (Bordeaux)/Rue Marsan, de l'Impasse de la Prairie jusqu'à la Rue Cazalis (Bordeaux);"Déviation/Circulation interdite;Interdiction de stationnement;Mise en impasse";POINT
44.85661009981997, -0.5762279282411638;"{""coordinates"": [-0.576227928241164, 44.85661009981997], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.158646;Impasse de la Prairie au N° 24 (Bordeaux) situé en agglomération;158646;2414271;95;275;Adduction Eau Potable - Branchement;Création;242096;2024-09-23;2024-10-04;306493;EMPRISE;Impasse de la Prairie (Bordeaux);"Circulation interdite;Mise en impasse;Interdiction de stationnement";POINT
44.856115976256234, -0.6151442491435786;"{""coordinates"": [-0.615144249143579, 44.856115976256234], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.152402;Rue Falquet au N° 11 (Bordeaux) situé en agglomération;152402;2408242;107;326;Electricité - Branchement;Création;241070;2024-09-16;2024-11-08;305261/305265/305262/305263/305264;EMPRISE/DEVIATION/EMPRISE/EMPRISE/DEVIATION;Rue Falquet, de l'Avenue du Maréchal de Lattre de Tassigny jusqu'à la Rue Latesta (Bordeaux)/Rue Cerey, de la rue Masson jusqu'à l'avenue du Maréchal de Lattre de Tassigny et l'avenue Saint Amand/Allée Saint-Exupéry (Bordeaux)/Rue Masson, de la Rue Cerey jusqu'à l'Avenue Saint Amand (Bordeaux)/Rue Cerey, de la rue Masson jusqu'à la rue Bellus Mareilhac, avenue Louis Barthou et l'avenue Saint Amand;"Limitation de vitesse;Interdiction de stationnement;Neutralisation de voie;Circulation alternée/Déviation/Interdiction de stationnement;Neutralisation de voie/Limitation de vitesse;Circulation interdite;Interdiction de stationnement;Neutralisation de voie;Mise en impasse/Déviation";POINT
44.8566796820399, -0.6188289549442961;"{""coordinates"": [-0.618828954944296, 44.8566796820399], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.159211;Avenue du Maréchal de Lattre de Tassigny au N° 248 (Bordeaux) situé en agglomération;159211;2414795;110;436;Gestion de l'espace public;Signalisation;243182;2024-09-30;2024-10-14;307836;EMPRISE;248 Avenue du Maréchal de Lattre de Tassigny au droit et en face;"Neutralisation de voie;Limitation de vitesse;Circulation alternée";POINT
44.86323900581467, -0.5819965484072063;"{""coordinates"": [[-0.581996548407206, 44.86323900581467], [-0.581996548407206, 44.86323900581467]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.154689;Rue Docteur Finlay au N° 67 (Bordeaux) situé en agglomération;154689;2410446;98;290;Assainissement - Branchement;Création;242255;2024-09-23;2024-10-11;306694;EMPRISE;Rue Docteur Finlay, du Boulevard Godard jusqu'à la Rue du Docteur Schweitzer (Bordeaux);"Mise en impasse;Interdiction de stationnement;Circulation interdite";POINT
44.81919466368266, -0.5792063916310732;"{""coordinates"": [-0.579206391631073, 44.81919466368266], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.156610;Passage Cairon au N° 90 (Bordeaux) situé en agglomération;156610;2412287;110;571;Gestion de l'espace public;Entretien de la voirie;238475;2024-09-02;2024-10-11;301944/301943;EMPRISE/EMPRISE;du supposé 32 Passage Cairon jusqu'à l'intersection du boulevard du Président Franklin Roosevelt (Bordeaux)/au supposé 37 Passage Cairon (Bordeaux);Interdiction de stationnement/Mesure libre circulation;POINT
44.82524769031743, -0.5780315445694657;"{""coordinates"": [[-0.57816569343646, 44.82518646731123], [-0.577897395702472, 44.82530891332364]], ""type"": ""MultiPoint""}";_93dfb584-e698-11e9-91fd-57b991809803.144944;Cours de l'Argonne au N° 173 (Bordeaux) situé en agglomération Cours de l'Argonne au N° 181 (Bordeaux) situé en agglomération;144944;2319090;107;329;Electricité - Branchement;Réparation;243583;2024-10-14;2024-10-18;None;None;None;None;POINT
44.81475046531118, -0.5725921613902772;"{""coordinates"": [-0.572592161390277, 44.81475046531118], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.92516;Boulevard Albert 1er au N° 2 (Bordeaux) situé en agglomération;92516;2112143;106;311;Eclairage Public - Réseau;Création;241447;2024-09-23;2025-02-21;305721;EMPRISE;- Barrière de Toulouse (sur 50 mètres de part et d'autre du croisement) -- - Barrière Saint Genès (sur 50 mètres de part et d'autre du croisement) -- - Place Nansouty -- - Rue de Pessac angle rue Villedieu;"Neutralisation de voie;Mesure libre circulation";POINT
44.828456095083325, -0.572645483533359;"{""coordinates"": [-0.572645483533359, 44.828456095083325], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.157356;Rue Mercière au N° 38 (Bordeaux) situé en agglomération;157356;2413012;107;326;Electricité - Branchement;Création;241398;2024-10-03;2024-10-03;305663/305662/305661;DEVIATION/EMPRISE/EMPRISE;Cours de la Somme, rue Dublan, rue Cruchinet (Bordeaux)/27 Rue Mercière (Bordeaux)/38 Rue Mercière (Bordeaux);"Déviation/Interdiction de stationnement;Mise en impasse/Neutralisation de voie";POINT
44.8291815239228, -0.5704747943697093;"{""coordinates"": [-0.570474794369709, 44.8291815239228], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.144199;Rue Beaufleury au N° 39 (Bordeaux) situé en agglomération;144199;2400707;107;326;Electricité - Branchement;Création;224637;2024-04-04;2025-04-25;284358/284359/284357;DEVIATION/EMPRISE/EMPRISE;Cours de la Somme, rue Lafontaine, cours de l'Yser, rue Beaufleury (Bordeaux)/du 37 au 39 Rue Beaufleury (Bordeaux)/du 37 au 39 Rue Beaufleury de rue Kléber et cours de la Somme (Bordeaux);Déviation/Interdiction de stationnement/Mise en impasse;POINT
44.82932073714871, -0.5703634373027561;"{""coordinates"": [-0.570363437302756, 44.82932073714871], ""type"": ""Point""}";_93dfb584-e698-11e9-91fd-57b991809803.145788;Impasse Saillan au N° 1 (Bordeaux) situé en agglomération;145788;2401812;95;276;Adduction Eau Potable - Branchement;Renouvellement;228783;2024-05-13;2025-05-24;289574;EMPRISE;11 Impasse Saillan (Bordeaux);Neutralisation de voie;POINT
44.84476936684883, -0.5730003170915106;"{""coordinates"": [[-0.571006179518266, 44.84494869649374], [-0.574752926200589, 44.84462277172277], [-0.574898689030714, 44.844421142002496]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.149576;Allées de Munich et au droit du n°13, cours du XXX Juillet, 33000 BORDEAUX;149576;2405491;109;333;Electricité - Réseau;Renouvellement;239255#241214;2024-08-26#2024-09-18;2024-10-24#2024-10-02;302951/302950#305433/305434;EMPRISE/EMPRISE#EMPRISE/DEVIATION;Cours du XXX Juillet, à l'angle avec la Place des Quinconces/Allée de Munich (Bordeaux)#Cours du XXX Juillet, à l'angle avec l'Allée de Munich/Rue Gobineau - Allée de Tourny - Rue de Sèze;"Neutralisation de voie/Neutralisation de voie#Mise en impasse;Circulation interdite/Déviation";LIGNE
44.829260479024775, -0.572389178394885;"{""coordinates"": [[-0.571993275340644, 44.831594912031186], [-0.572046698642053, 44.830669907417885], [-0.572411097546075, 44.83042200589579], [-0.572486009173769, 44.8273359188796], [-0.573073101700517, 44.82736252489815]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.153389;CRS DE LA SOMME 33800 BORDEAUX de la rue st Nicolas à la place de la Victoire coté pair et impair IMP SALE rue entière PL DE LA VICTOIRE du n 8 au n 12 Rue CANDALE sur trottoir face université et angle rue Gintrac;153389;2409166;114;384;Gaz - Réseau;Renouvellement;239508;2024-09-02;2024-10-27;303266/303265;EMPRISE/EMPRISE;Impasse Sale (Bordeaux) Rue Lajarte (Bordeaux) Rue Mercière (Bordeaux) Rue Pascal Mothes (Bordeaux) Place Nansouty, du Cours de la Somme jusqu'au Cours de l'Yser (contre allée) Rue Lafontaine, du Cours de la Somme jusqu'à la Rue Kleber (Bordeaux)/Cours de la Somme (Bordeaux);"Interdiction de stationnement;Circulation interdite/Circulation alternée;Neutralisation de voie";LIGNE
44.81910730440519, -0.5704714442350907;"{""coordinates"": [[-0.572247319150419, 44.818746027448995], [-0.572239482634361, 44.81861959725834], [-0.570252991897843, 44.818985977350536], [-0.56917549237405, 44.819405444271574], [-0.569639517700121, 44.820128422027935]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.152729;Cours de la Somme à partir du N° 280 à l'intersection avec Rue du Sablonat (Bordeaux) situés en agglomération Rue Paul Antin de l'intersection avec Rue du Sablonat à l'intersection avec Rue Pelleport (Bordeaux) situés en agglomération;152729;2408541;95;276;Adduction Eau Potable - Branchement;Renouvellement;237960;2024-07-22;2024-10-31;301294/301297/301293/301295;EMPRISE/EMPRISE/EMPRISE/DEVIATION;Rue Paul Antin (Bordeaux) de part et d'autre de la rue/du 245 au 235 Rue Pelleport (Bordeaux)/Rue Paul Antin, du Cours de la Somme jusqu'à la Rue Pelleport (Bordeaux)/Rue Pelleport (Bordeaux);"Mise en impasse/Mesure libre circulation;Interdiction de stationnement/Circulation interdite/Déviation";LIGNE
44.83662723631094, -0.572861277673364;"{""coordinates"": [[[-0.572939234430981, 44.836355971325176], [-0.57280532322743, 44.83635861165005]], [[-0.572851782110792, 44.83689513517564], [-0.572961854345784, 44.83689793504399]], [[-0.572663237339481, 44.83684494512222], [-0.57265634154212, 44.83681349260372]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.97038;Place de la Ferme de Richemont au N° 33 (Bordeaux) situé en agglomération Rue Ravez au N° 16 (Bordeaux) situé en agglomération Rue des Ayres à partir du N° 23 jusqu'au N° 25 (Bordeaux) situés en agglomération;97038;2116483;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;240777;2024-09-18;2024-10-31;304897;EMPRISE;Place de la Ferme de Richemont, au droit de l'Eglise Saint-Paul;Rétrécissement de largeur de voie;LIGNE
44.8396586728636, -0.5690307699467683;"{""coordinates"": [[-0.569054076867011, 44.839715561816064], [-0.569007463026525, 44.839601783911135]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.158715;Rue du Quai Bourgeois à partir du N° 11 jusqu'au N° 15 (Bordeaux) situés en agglomération;158715;2414340;135;467;Travaux sur immeuble - Rénovation / Entretien;Manutention;242233;2024-10-01;2024-10-03;306660/306661;EMPRISE/DEVIATION;du 11 au 15 Rue du Quai Bourgeois (Bordeaux)/Rue du Quai Bourgeois - Contre Allée du Quai Richelieu - Quai Richelieu - Rue de la Porte Cailhau - Rue du Quai Bourgeois;"Circulation interdite;Mise en impasse/Déviation";LIGNE
44.841341228560545, -0.5582017442527407;"{""coordinates"": [[[-0.558512001036832, 44.8409677692724], [-0.558402042282597, 44.84103611630174]], [[-0.559236411829931, 44.84071938842423], [-0.558153348685826, 44.84138300281559]], [[-0.558153338655987, 44.841383008967426], [-0.557103271210094, 44.84202774517895]], [[-0.558402093199274, 44.841036084823436], [-0.558208318611901, 44.84115523823859]], [[-0.558528645133567, 44.84098132371971], [-0.558418686373207, 44.84104967076492]], [[-0.559252920333354, 44.84073302650747], [-0.55816985712306, 44.841396641054686]], [[-0.558169867152897, 44.841396634902864], [-0.557119799643658, 44.84204137126567]], [[-0.558418635456527, 44.84104970224322], [-0.558224860857574, 44.84116885568634]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.158975;Avenue Thiers à partir du N° 11 jusqu'au N° 17 (Bordeaux) situés en agglomération;158975;2414566;131;445;Transports (tram, bus) - Réseau;Modification;242706;2024-09-30;2024-10-05;307240;EMPRISE;du 11 au 17 Avenue Thiers (Bordeaux) du 18 au 12 Avenue Thiers (Bordeaux);Neutralisation de voie;LIGNE
44.8297497406199, -0.5558425255671657;"{""coordinates"": [[-0.555897649322526, 44.82977614925816], [-0.555787401811806, 44.82972333198165]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.159329;Quai de Paludate à partir du N° 15 jusqu'au N° 16 (Bordeaux) situés en agglomération;159329;2414912;134;456;Travaux sur immeuble - Démolition;Mise en place echafaudage;243450;2024-10-07;2024-12-13;308176;EMPRISE;du 15 au 16 Quai de Paludate (Bordeaux);Neutralisation de voie;LIGNE
44.821036151695345, -0.5523501442934768;"{""coordinates"": [[-0.552129403109589, 44.821401252250446], [-0.552129403109589, 44.821401252250446], [-0.552570885477365, 44.820671051140245]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.61035;Rue du Tri Postal de l'intersection avec Rue d'Armagnac à l'intersection avec Promenade des Forges (Bordeaux) situés en agglomération;61035;2003080;110;619;Gestion de l'espace public;Grands projets;239248#239260#239254#239252;2024-08-08#2024-08-08#2024-08-07#2024-08-08;2025-08-07#2025-08-07#2025-08-07#2025-08-07;302942#302957#302949#302947;EMPRISE#EMPRISE#EMPRISE#EMPRISE;Rue du Tri Postal, de la Promenade des Forges jusqu'à 30m avant la Rue Carle Vernet (Bordeaux)#Rue des Mots Passants de l'allée Eva Hesse à la rue du Tri Postal (Bordeaux)#Rue Paul Peyrat de la rue du Pont du Guit à la rue Solange Fernex (Bordeaux)#Rue Solange Fernex de la rue du Tri Postal, à la rue Paul Peyrat (Bordeaux);Circulation interdite#Circulation interdite#Rétrécissement de largeur de voie#Sens interdit (ou sens unique);LIGNE
44.8395869038203, -0.5507658233298276;"{""coordinates"": [[[-0.551028716684072, 44.84062843133787], [-0.550723727166323, 44.83896734104186]], [[-0.550723727166351, 44.8389673410423], [-0.55072370688475, 44.83896723057762], [-0.550717643049762, 44.83896066686703], [-0.55051769468096, 44.83887583439991], [-0.550504538582694, 44.83887592101156], [-0.55020716652733, 44.839007454767895]], [[-0.551003632152291, 44.840630762794575], [-0.550698643344985, 44.83896967243188]], [[-0.550698643344958, 44.83896967243143], [-0.550698623063404, 44.838969561966756], [-0.550704894018929, 44.83896897911995], [-0.550707925935966, 44.83897226097566], [-0.550704686897162, 44.83897612567834], [-0.550511353607539, 44.838894099805195], [-0.55022052249184, 44.8390227403678]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.159244;Rue Joseph Faure à partir du N° 1 jusqu'au N° 66 (Bordeaux) situés en agglomération;159244;2414828;110;571;Gestion de l'espace public;Entretien de la voirie;243252;2024-10-07;2024-11-29;307921/307922/307923;EMPRISE/DEVIATION/EMPRISE;du 1 au 66 Rue Joseph Faure (Bordeaux)/Rue de la Benauge (Bordeaux) vers la rue de La Tresne et la rue Joseph Faure/Rue Joseph Faure, de la Rue de la Tresne jusqu'au 66 (Bordeaux);"Interdiction de stationnement;Circulation interdite/Déviation/Mise en impasse";LIGNE
44.84604304840602, -0.5401581718234832;"{""coordinates"": [[-0.540749523976135, 44.846087992834725], [-0.539566819670831, 44.8459981039773]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.147716;Rue Jacques Rivière à partir du N° 2 jusqu'au N° 12 (Bordeaux) situés en agglomération;147716;2403663;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;240951;2024-09-01;2024-12-20;305105/305103/305104/305102;DEVIATION/EMPRISE/DEVIATION/EMPRISE;Rue Professeur André Lambinet, rue Professeur Calmette, rue du Recteur Thanin vers rue Jacques Rivière (Bordeaux)/du 2 au 12 Rue Jacques Rivière (Bordeaux)/Rue du Recteur Thamin, rue du Professeur Calmette, rue Professeur André Lambinet vers Jacques Rivière (Bordeaux)/du 2 au 12 Rue Jacques Rivière Les deux côtés (Bordeaux);"Déviation/Circulation interdite;Mise en impasse/Déviation/Interdiction de stationnement";LIGNE
44.86163937136441, -0.5730031686140556;"{""coordinates"": [[[-0.575256194148989, 44.86293712608878], [-0.575222471618936, 44.86296774270352], [-0.570822175979351, 44.86033727026062]], [[-0.570916982537059, 44.86033429669331], [-0.571013182770429, 44.860353799421866]]], ""type"": ""MultiLineString""}";_9501522d-e698-11e9-91fd-57b991809803.148860;ANGLE RUE DU JARDIN PUBLIC/COURS JOURNU AUBER -BORDEAUX -- ANGLE AVENUE EMILE COUNORD/ COURS JOURNU AUBER BORDEAUX;148860;2404777;109;340;Electricité - Réseau;Déplacement;242848;2024-09-30;2024-11-05;307419;EMPRISE;Cours Journu Auber, de la Rue Binaud jusqu'à l'Avenue Emile Counord (Bordeaux) Rue Binaud, de la Rue Pierre Chareau jusqu'au Cours Journu Auber (Bordeaux);"Mise en impasse;Sens interdit (ou sens unique);Circulation interdite;Interdiction de stationnement";LIGNE
44.851784548175615, -0.5719460754536494;"{""coordinates"": [[-0.571451292173243, 44.85155939000443], [-0.572440858734056, 44.852009706346806]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.159144;Rue Sicard de l'intersection avec Rue Notre Dame jusqu'au N° 2 (Bordeaux) situés en agglomération;159144;2414730;135;465;Travaux sur immeuble - Rénovation / Entretien;Mise en place clôture;243022;2024-09-30;2024-10-11;307631/307630;EMPRISE/EMPRISE;Rue Sainte Thérèse, de la Rue Rode jusqu'à la Rue Sicard (Bordeaux)/Rue Sicard, de la Rue Notre Dame jusqu'au 2 (Bordeaux);"Circulation interdite;Mise en impasse/Mise en impasse;Circulation interdite;Interdiction de stationnement";LIGNE
44.85359572084537, -0.570395900042684;"{""coordinates"": [[-0.569846411475841, 44.854816640497894], [-0.570452419807262, 44.853356348864544], [-0.570787932372839, 44.85289542295509], [-0.570954641535324, 44.85264810232065], [-0.570792358799772, 44.85245614198273]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.154573;Du 75 au 3 rue pomme d’or et du 2 au 74 rue pomme d’or. -- Angle rue borie/pomme d’or. -- 27 cours de la Martinique. 38/35 rue ramonet. -- BORDEAUX --;154573;2410330;109;333;Electricité - Réseau;Renouvellement;240355;2024-09-14;2024-11-15;304363;EMPRISE;Rue Pomme d'Or (Bordeaux);"Circulation interdite;Mise en impasse;Interdiction de stationnement";LIGNE
44.85426410276397, -0.5700475345764209;"{""coordinates"": [[-0.570306625567734, 44.853591634721816], [-0.569788443585108, 44.854936570806125]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.158987;Rue Pomme d'Or de l'intersection avec Impasse Pomme d'Or jusqu'au N° 70 (Bordeaux) situés en agglomération;158987;2414578;95;279;Adduction Eau Potable - Branchement;Modification;242749;2024-09-23;2024-10-11;307291;EMPRISE;Rue Pomme d'Or, du Cours de la Martinique jusqu'à la Rue Rose (Bordeaux);"Mise en impasse;Interdiction de stationnement;Circulation interdite";LIGNE
44.851885573603035, -0.5573319590418996;"{""coordinates"": [[-0.550982940065492, 44.85521992482789], [-0.553543025478538, 44.853929596346504], [-0.555814221109769, 44.85276927536677], [-0.558593755819516, 44.851255216372444], [-0.560205860797939, 44.85038282853262], [-0.561165947283742, 44.84984609661398], [-0.562195323406952, 44.84921429259857], [-0.56287088215726, 44.84874837895138], [-0.563404210423399, 44.84835025120243], [-0.563498968917646, 44.848250870814084]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.141656;Quai de Brazza au Rue René Char (Bordeaux) situé en agglomération Quai des Queyries à partir du N° 105 à l'intersection avec Rue Reignier (Bordeaux) situés en agglomération;141656;2400369;99;297;Assainissement - Réseau;Renouvellement;242384#241464;2024-09-20#2024-09-08;2024-10-04#2024-10-04;306841#305741/305742/305743/305740;EMPRISE#EMPRISE/DEVIATION/EMPRISE/EMPRISE;"Quai de Brazza (Bordeaux), au droit de l'ancien site ""Point P""#Rue Reignier, du Quai des Queyries jusqu'à la Rue Jean Sabarots (Bordeaux)/Rue Reignier (Bordeaux) vers la rue Adolphe chales, la rue Hortense et le Quai des Queyries/Rue Hortense (Bordeaux)/Quai des Queyries, du 87 jusqu'à la Rue Reignier (Bordeaux)";"Neutralisation de voie;Interdiction de stationnement#Sens interdit (ou sens unique)/Déviation/Interdiction de tourner/Interdiction de stationnement;Circulation alternée;Neutralisation de voie";LIGNE
44.865442820249086, -0.561567660386934;"{""coordinates"": [[-0.561801957130105, 44.865263073025815], [-0.561333363643763, 44.86562256747236]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.156695;Rue Boileau de l'intersection avec Rue Bourbon jusqu'au N° 25 (Bordeaux) situés en agglomération;156695;2412368;114;390;Gaz - Réseau;Modification;242821;2024-09-23;2024-10-03;307381;EMPRISE;du n°25 rue Boileau jusqu'à l'angle de la rue Rue Bourbon;"Neutralisation de voie;Interdiction de stationnement";LIGNE
44.86266499968343, -0.5603524370373636;"{""coordinates"": [[-0.559736032687148, 44.86189154844685], [-0.559597059774807, 44.861948440056224], [-0.560434638601541, 44.86286566983083], [-0.561315769411839, 44.86333167468568]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.122187;Cours Edouard Vaillant à partir du N° 100 à l'intersection avec Place John Lewis Brown (Bordeaux) situés en agglomération;122187;2300496;102;266;Chaud/Froid Urbain - Réseau;Création;205273;2023-09-11;2024-10-20;260389/260384/260387/260385/260386/260388;DEVIATION/EMPRISE/EMPRISE/DEVIATION/EMPRISE/DEVIATION;Rue Delord, du Cours Balguerie Stuttenberg jusqu'à la Rue Josephine (Bordeaux) Rue Josephine, de la Rue Delord jusqu'au Cours Edouard Vaillant (Bordeaux)/PHASE 1: Cours Edouard Vaillant, de la Rue du Commandant Hautreux jusqu'au Cours balguerie Stuttenberg/PHASE 2: Cours Edouard Vaillant, du cours Balguerie Stuttenberg jusqu'au 100 (Bordeaux)/Cours du Raccordement, du Cours Edouard Vaillant jusqu'à la Rue Lucien Faure (Bordeaux) Rue Lucien Faure, du Cours du Raccordement jusqu'au Quai de Bacalan (Bordeaux)/PHASE 1: Cours Balguerie Stuttenberg, de la Rue Delord jusqu'à la Rue Armand Dulamon (Bordeaux)/Cours Balguerie Stuttenberg, du Cours Edouard Vaillant jusqu'à la Rue Lucien Faure (Bordeaux) Rue Lucien Faure, du Cours Balguerie Stuttenberg jusqu'au Quai de Bacalan (Bordeaux);"Déviation/Neutralisation de voie;Interdiction de stationnement/Interdiction de stationnement;Neutralisation de voie/Déviation/Neutralisation de voie;Interdiction de stationnement/Déviation";LIGNE
44.86443645104518, -0.5607184606748948;"{""coordinates"": [[-0.560788284081754, 44.864303980386865], [-0.560902818216597, 44.86441043910577], [-0.560664011138049, 44.8645637753126], [-0.560532467660224, 44.86447320273072], [-0.560777194096265, 44.86429920897056]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.140012;Rue Bourbon de l'intersection avec Rue Marcel Pagnol jusqu'au N° 140 (Bordeaux) situés en agglomération Rue Marcel Pagnol à partir du N° 19 à l'intersection avec Rue Bourbon (Bordeaux) situés en agglomération;140012;2315165;133;671;Travaux sur immeuble - Construction;Construction;208244#208256;2023-10-02#2023-10-02;2025-03-01#2025-03-01;263990/263991#264003;EMPRISE/EMPRISE#EMPRISE;angle rue Marcel Pagnol et rue Bourbon/Rue Bourbon déplacer la PMR provisoire au droit du 136#angle Rue Marcel Pagnol et Rue Bourbon;Circulation inversée/Mesure libre circulation#Mesure libre stationnement;LIGNE
44.86434999075443, -0.56077281238115;"{""coordinates"": [[-0.560775973882559, 44.864297232730046], [-0.560817522439658, 44.864314486725405], [-0.56084920483415, 44.86434676398204], [-0.560758325380067, 44.86440462649352], [-0.560696845590196, 44.86435600720849], [-0.560775076059375, 44.86429726080823]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.140034;Rue Bourbon de l'intersection avec Rue Marcel Pagnol jusqu'au N° 140 (Bordeaux) situés en agglomération Rue Marcel Pagnol à partir du N° 19 à l'intersection avec Rue Bourbon (Bordeaux) situés en agglomération;140034;2315186;133;671;Travaux sur immeuble - Construction;Construction;208309#242205;2023-10-02#2024-10-03;2024-10-02#2025-04-03;264080/264081/264079#306620/306621/306619;EMPRISE/EMPRISE/EMPRISE#EMPRISE/EMPRISE/EMPRISE;21 rue Marcel Pagnol/138 Rue Bourbon/entre la rue Boileau et la rue Marcel Pagnol#21 rue Marcel Pagnol/138 Rue Bourbon/entre la rue Boileau et la rue Marcel Pagnol;Mesure libre stationnement/Mesure libre stationnement/Circulation inversée#Mesure libre stationnement/Mesure libre stationnement/Circulation inversée;LIGNE
44.85926570296426, -0.5571277057449657;"{""coordinates"": [[-0.556932720109741, 44.859056448397915], [-0.55732269138019, 44.8594749575306]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.156343;Cours Edouard Vaillant à partir du N° 2 jusqu'au N° 14 (Bordeaux) situés en agglomération;156343;2412021;105;321;Eclairage Public - Mobiliers;Renouvellement;240524;2024-09-02;2024-10-04;304584;EMPRISE;Cours Edouard Vaillant côté pair;"Interdiction de stationnement;Neutralisation de voie;Circulation alternée";LIGNE
44.861866856459244, -0.5547462778256079;"{""coordinates"": [[-0.555218779711472, 44.861802536391394], [-0.554578310391349, 44.862134997337876], [-0.554616007694974, 44.861399109191346]], ""type"": ""LineString""}";_9501522d-e698-11e9-91fd-57b991809803.17790;Quai Armand Lalande au Rue Lucien Faure (Bordeaux) situé en agglomération;17790;1900003;96;281;Adduction Eau Potable - Réseau;Création;239326;2024-07-01;2024-12-31;303035/303037/303038/303036;EMPRISE/EMPRISE/EMPRISE/EMPRISE;"Place Alice Girou, côté EST, le long du quai Armand Lalande en face du chantier Eiffage ilôt G1/Place Alice Girou, côté ouest, ancien ""bras"" en biais du quai Armand Lalande/Place Alice Girou, entre le quai Armand Lalande et la rue Lucien Faure/Quai Armand Lalande le long du chantier Eiffage - G1.";"Interdiction de stationnement;Mesure libre circulation;Neutralisation de voie/Interdiction de stationnement;Circulation interdite;Mesure libre circulation/Interdiction de stationnement/Interdiction de stationnement;Neutralisation de voie";LIGNE
